,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,Grade
76461,3FB30LGJfWUKxRqwXfq9UQ,India Pavilion,17 Central Sq,Cambridge,MA,02139,42.3653925,-71.1047518,3.5,349,1,"{'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BikeParking': 'False', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'DogsAllowed': 'False'}","Indian, Pakistani, Restaurants","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}",Mediocre
146370,tQbYsSvTAIV6uzZfMvdI2A,Harvest of India,1001 Massachusetts Ave,Cambridge,MA,02138,42.3696346,-71.1111973,3.5,308,1,"{'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'OutdoorSeating': 'False'}","Indian, Restaurants, Vegan, Buffets, Pakistani","{'Monday': '15:0-23:30', 'Tuesday': '15:0-23:30', 'Wednesday': '15:0-23:30', 'Thursday': '15:0-23:30', 'Friday': '15:0-23:30', 'Saturday': '15:0-0:0', 'Sunday': '15:0-0:0'}",Mediocre
138397,_c9SF5LDg_WrYa5gc7H4pQ,Dosa n Curry,447 Somerville Ave,Somerville,MA,02143,42.3823462,-71.1024931,3.5,306,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'""}","Indian, Restaurants, Vegetarian","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}",Mediocre
107320,VGy0u1ymg4LDHy32n-B6Kg,Yak & Yeti Cafe,719 Broadway,Somerville,MA,02144,42.4002171,-71.1125176,3.5,298,0,"{'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'HasTV': 'False', 'WiFi': ""u'free'""}","Restaurants, Indian, Himalayan/Nepalese","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}",Mediocre
127632,cm4wrU1Ab4JSTdhbGMQShQ,Tantric India Bistro,123 Stuart St,Boston,MA,02116,42.351162,-71.0656917,3.5,289,0,"{'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'HasTV': 'True'}","Restaurants, Indian, Pakistani","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:30', 'Saturday': '12:0-0:30', 'Sunday': '12:0-23:0'}",Mediocre
46551,sizgsuBgbH1ShRE5iDTjxA,Chutney's,36 John F Kennedy St,Cambridge,MA,02138,42.3727021337,-71.1198749914,3.5,271,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'BYOB': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'DriveThru': 'False'}","Fast Food, Indian, Restaurants, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Mediocre
111244,5NwSRN_Gq6aYo_wDEiQ_TA,Passage to India,1900 Massachusetts Ave,Cambridge,MA,02140,42.3888248,-71.1198138,3.5,226,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BYOBCorkage': ""'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False'}","Juice Bars & Smoothies, Indian, Food, Pakistani, Restaurants","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}",Mediocre
114429,cA1dMq-Ewrwo4QUR8_O8lg,Tanjore,18 Eliot St,Cambridge,MA,02138,42.3721063893,-71.121613991,3.5,224,1,"{'Corkage': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BYOBCorkage': ""'yes_corkage'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Pakistani, Tapas/Small Plates, Restaurants, Indian","{'Monday': '17:0-22:30', 'Tuesday': '17:0-22:30', 'Wednesday': '17:0-22:30', 'Thursday': '17:0-22:30', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:30'}",Mediocre
64045,WjnPQa6DYwnOLWA1X3EISg,Mehak,329 Sumner St,Boston,MA,02128,42.367151,-71.0361059,3.5,220,1,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False'}","Restaurants, Pakistani, Indian","{'Monday': '12:0-21:30', 'Tuesday': '12:0-21:30', 'Wednesday': '12:0-21:30', 'Thursday': '12:0-21:30', 'Friday': '12:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:30'}",Mediocre
42195,ZA6kZBzb0qZtWf1T0AMGmA,Ghazal Fine Indian Cuisine,711 Centre St,Jamaica Plain,MA,02130,42.3113669403,-71.1146098601,3.5,209,0,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'BikeParking': 'True'}","Pakistani, Restaurants, Indian","{'Tuesday': '11:30-15:0', 'Wednesday': '11:30-15:0', 'Thursday': '11:30-15:0', 'Friday': '11:30-15:0', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:30'}",Mediocre
126875,Lz8FSSRB_r9X8RI2YEy97w,Curry House,1335 Beacon St,Brookline,MA,02446,42.341787,-71.121644,3.0,199,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'Caters': 'True', 'Corkage': 'False', 'BYOB': 'False', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'quiet'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'DogsAllowed': 'False', 'RestaurantsTableService': 'True'}","Restaurants, Indian, Seafood, Vegetarian, Halal, Pakistani","{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-21:0'}",Bottom
16784,7dzyLlNQXwuPsmvquuaVIA,Mumbai Spice,251 Massachusetts Ave,Boston,MA,02115,42.3437649912,-71.0861736268,3.0,185,1,"{'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'BikeParking': 'False', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': None, 'street': True, 'validated': None, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}""}","Indian, Chinese, Food, Vegetarian, Restaurants, Seafood, Halal","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:0'}",Bottom
76092,INaAXfbIXtXTB3sSDX8Wow,Cafe of India,52 Brattle St,Cambridge,MA,02138,42.3742981,-71.1220983,3.0,169,0,"{'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Indian, Pakistani, Restaurants","{'Monday': '7:0-23:0', 'Tuesday': '11:0-23:30', 'Wednesday': '11:0-23:30', 'Thursday': '11:0-23:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '11:0-23:30'}",Bottom
72958,Ab8P-9kKhJUfFABi7ZPMuQ,Halal Indian Cuisine,736 Huntington Ave,Boston,MA,02115,42.3337121,-71.1053597,3.0,121,1,"{'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Indian, Halal, Restaurants","{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:30'}",Bottom
141928,U9cHqTiOjAHebvAPJG8DpA,Annapurna Restaurant,2088 Massachusetts Ave,Cambridge,MA,02140,42.3912635,-71.1235,3.0,120,0,"{'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'""}","Himalayan/Nepalese, Pakistani, Restaurants, Indian",,Bottom
96771,-rSUXRgJVFXnpmiXztNFLw,Bombay Cafe,175 Massachusetts Ave,Boston,MA,02115,42.3458411,-71.0873796,3.0,102,0,"{'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'no'"", 'GoodForKids': 'True', 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Indian, Pakistani, Restaurants, Buffets","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",Bottom
11320,Or1equYHL3Kr71L-D-QjoA,Dosa Factory,571 Massachusetts Ave,Cambridge,MA,02139,42.3650083,-71.1024014,2.5,370,0,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsReservations': 'True'}","Food, Indian, Restaurants","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}",Bottom
148206,i4MuS_0MO_VxTRXp-tHK9A,Mantra Restaurant,52 Temple Pl,Boston,MA,02111,42.3551839,-71.0615221,2.5,245,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsGoodForGroups': 'True', 'Corkage': 'True', 'RestaurantsAttire': ""'dressy'"", 'BYOBCorkage': ""'yes_corkage'"", 'OutdoorSeating': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'no'"", 'HasTV': 'False', 'GoodForKids': 'False'}","Pakistani, Restaurants, Buffets, Nightlife, French, Indian, Lounges, Bars, Dance Clubs","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0'}",Bottom
29938,dHymB6RvRDKinR5_MQh-nQ,Dosa Factory - Boston,316 Newbury St,Boston,MA,02115,42.3487252757,-71.0854765841,2.5,182,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'""}","Event Planning & Services, Indian, Restaurants, Caterers","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}",Bottom
55598,lORvOUQWdp8DsCAFfTEWow,Mumbai Chopstix,575 Massachusetts Ave,Cambridge,MA,02139,42.365013,-71.102406,2.5,155,0,"{'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True'}","Indian, Chinese, Restaurants","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '11:30-23:0'}",Bottom
